nombre,categoria,precio,marca,precio_anterior,referencia,etiqueta,stock,descripcion_secciones,especificaciones,info_marca
AMD Ryzen 5 5600,Procesador,2200,AMD,,100-100000927BOX,,25,"Descripción general | AMD Ryzen 5 5600: Procesador confiable de 6 núcleos, ideal para gaming 1080p y uso general. || Rendimiento y arquitectura | El AMD Ryzen 5 5600 ofrece un rendimiento sólido para gaming y productividad. Su arquitectura moderna garantiza eficiencia energética y capacidad de respuesta en tareas exigentes como edición, renderizado y multitarea pesada. || Compatibilidad | Este procesador AMD es compatible con placas madre del socket correspondiente, facilitando su integración en builds nuevas o actualizaciones. Verifica el socket de tu placa madre antes de comprar. || Casos de uso recomendados | Ideal para gamers, creadores de contenido y profesionales que buscan un equilibrio entre potencia y eficiencia. Funciona excelente para gaming en 1080p/1440p y cargas de trabajo de productividad.",Especificaciones del procesador: Socket=AM4; Núcleos=6 / Hilos - 12; Frecuencia=3.5-4.4 GHz; TDP=65W; Caché L3=32MB || General: Marca=AMD; Categoría=Procesador; Garantía=12 meses,"AMD es líder mundial en procesadores y tarjetas gráficas de alto rendimiento. Reconocida por su arquitectura Zen y RDNA, ofrece excelente relación precio-rendimiento para gaming y productividad profesional."
Phanteks XT Pro Ultra,Gabinete,2950,Phanteks,,PH-EC620PTG_DBK01,,6,"Descripción general | Phanteks XT Pro Ultra: Gama media-alta con excelente cable management. || Diseño y flujo de aire | El Phanteks XT Pro Ultra combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=Phanteks; Categoría=Gabinete; Garantía=12 meses,Phanteks es marca premium de gabinetes y refrigeración reconocida por su excelente calidad de construcción y gestión de cables.
ASUS TUF Gaming GT301,Gabinete,2600,ASUS,,TUF-GAMING-GT301,,9,"Descripción general | ASUS TUF Gaming GT301: Construcción robusta con estética TUF Gaming. || Diseño y flujo de aire | El ASUS TUF Gaming GT301 combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3 ARGB; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=ASUS; Categoría=Gabinete; Garantía=12 meses,ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
ASUS ROG Strix Helios,Gabinete,6800,ASUS,,ROG-STRIX-HELIOS,,3,"Descripción general | ASUS ROG Strix Helios: Gabinete premium full tower para builds de exhibición. || Diseño y flujo de aire | El ASUS ROG Strix Helios combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=E-ATX Full Tower; Ventiladores incluidos=3 ARGB; Panel lateral=Vidrio templado; Radiador máx=420mm || General: Marca=ASUS; Categoría=Gabinete; Garantía=12 meses,ASUS es una de las marcas más respetadas en hardware de PC. Su línea ROG (Republic of Gamers) es referente mundial en componentes gaming premium y de alto rendimiento.
DeepCool CC560,Gabinete,1450,DeepCool,,R-CC560-BKNGM1-G-1,,16,"Descripción general | DeepCool CC560: Cuatro ventiladores incluidos a precio accesible. || Diseño y flujo de aire | El DeepCool CC560 combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=4; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=DeepCool; Categoría=Gabinete; Garantía=12 meses,DeepCool es fabricante de refrigeración y gabinetes con productos de buena relación precio-rendimiento e iluminación atractiva.
DeepCool CH560,Gabinete,2050,DeepCool,,R-CH560-BKNGE1-G-1,EN STOCK,13,"Descripción general | DeepCool CH560: Diseño dual-chamber para mejor organización de cables. || Diseño y flujo de aire | El DeepCool CH560 combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=DeepCool; Categoría=Gabinete; Garantía=12 meses,DeepCool es fabricante de refrigeración y gabinetes con productos de buena relación precio-rendimiento e iluminación atractiva.
Antec NX410,Gabinete,1350,Antec,,0-761345-81045-9,,18,"Descripción general | Antec NX410: Buen flujo de aire con panel frontal de malla. || Diseño y flujo de aire | El Antec NX410 combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=ATX Mid Tower; Ventiladores incluidos=3; Panel lateral=Vidrio templado; Radiador máx=360mm || General: Marca=Antec; Categoría=Gabinete; Garantía=12 meses,"Antec es marca veterana de gabinetes y fuentes de poder, reconocida por su confiabilidad y buena relación calidad-precio."
Cooler Master HAF 700 EVO,Gabinete,7200,Cooler Master,,H700E-IGNN-S0X,,2,"Descripción general | Cooler Master HAF 700 EVO: Full tower masivo para las builds más ambiciosas. || Diseño y flujo de aire | El Cooler Master HAF 700 EVO combina estética y funcionalidad. Su diseño optimiza el flujo de aire para mantener frescos tus componentes, mientras luce espectacular en tu escritorio o setup gaming. || Compatibilidad y espacio | Ofrece amplio espacio para tarjetas gráficas grandes, sistemas de refrigeración y gestión de cables ordenada. Compatible con los formatos de placa madre más comunes. || Casos de uso recomendados | Perfecto para armar un PC con buena ventilación y presentación. Su diseño facilita el ensamble y futuras actualizaciones de tu equipo.",Especificaciones del gabinete: Formato=E-ATX Full Tower; Ventiladores incluidos=4 ARGB; Panel lateral=Vidrio templado; Radiador máx=420mm || General: Marca=Cooler Master; Categoría=Gabinete; Garantía=12 meses,Cooler Master es pionero en refrigeración y gabinetes para PC. Sus productos Hyper y MasterLiquid son referentes en el mercado.
Cooler Master Hyper 212 Halo,Refrigeración,950,Cooler Master,,RR-S4HH-20PA-R1,,18,"Descripción general | Cooler Master Hyper 212 Halo: Evolución del clásico 212, ahora con ARGB. || Rendimiento térmico | El Cooler Master Hyper 212 Halo mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (torre); Ventilador=120mm ARGB; TDP soportado=hasta 150W; Altura=158mm || General: Marca=Cooler Master; Categoría=Refrigeración; Garantía=12 meses,Cooler Master es pionero en refrigeración y gabinetes para PC. Sus productos Hyper y MasterLiquid son referentes en el mercado.
Cooler Master MasterLiquid ML240L,Refrigeración,1850,Cooler Master,,MLW-D24M-A18PZ-R1,,10,"Descripción general | Cooler Master MasterLiquid ML240L: AIO de entrada con buen rendimiento térmico. || Rendimiento térmico | El Cooler Master MasterLiquid ML240L mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=240mm; Ventiladores=2x120mm; TDP soportado=hasta 250W || General: Marca=Cooler Master; Categoría=Refrigeración; Garantía=12 meses,Cooler Master es pionero en refrigeración y gabinetes para PC. Sus productos Hyper y MasterLiquid son referentes en el mercado.
Cooler Master MasterLiquid 360 Atmos,Refrigeración,3500,Cooler Master,,MLY-D36M-A18PZ-R1,NUEVO,5,"Descripción general | Cooler Master MasterLiquid 360 Atmos: AIO de gama alta con pantalla LCD personalizable. || Rendimiento térmico | El Cooler Master MasterLiquid 360 Atmos mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=360mm; Ventiladores=3x120mm ARGB; TDP soportado=hasta 300W || General: Marca=Cooler Master; Categoría=Refrigeración; Garantía=12 meses,Cooler Master es pionero en refrigeración y gabinetes para PC. Sus productos Hyper y MasterLiquid son referentes en el mercado.
Noctua NH-D15,Refrigeración,2300,Noctua,,NH-D15,HOT,8,"Descripción general | Noctua NH-D15: El estándar de oro en refrigeración por aire de doble torre. || Rendimiento térmico | El Noctua NH-D15 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (doble torre); Ventiladores=2x140mm; TDP soportado=hasta 220W; Altura=165mm || General: Marca=Noctua; Categoría=Refrigeración; Garantía=12 meses,Noctua es el referente mundial en refrigeración por aire. Sus disipadores son sinónimo de máximo rendimiento térmico y silencio.
Noctua NH-U12S,Refrigeración,1450,Noctua,,NH-U12S,,12,"Descripción general | Noctua NH-U12S: Torre única compacta, ideal para gabinetes medianos. || Rendimiento térmico | El Noctua NH-U12S mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (torre); Ventilador=120mm; TDP soportado=hasta 165W; Altura=158mm || General: Marca=Noctua; Categoría=Refrigeración; Garantía=12 meses,Noctua es el referente mundial en refrigeración por aire. Sus disipadores son sinónimo de máximo rendimiento térmico y silencio.
Corsair iCUE H100i Elite RGB 240mm,Refrigeración,2950,Corsair,,CW-9060065-WW,,9,"Descripción general | Corsair iCUE H100i Elite RGB 240mm: Control total vía software iCUE con pantalla en el bloque. || Rendimiento térmico | El Corsair iCUE H100i Elite RGB 240mm mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=240mm; Ventiladores=2x120mm RGB; TDP soportado=hasta 250W || General: Marca=Corsair; Categoría=Refrigeración; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
Corsair iCUE H150i Elite RGB 360mm,Refrigeración,3600,Corsair,,CW-9060066-WW,,6,"Descripción general | Corsair iCUE H150i Elite RGB 360mm: Máxima disipación para los procesadores más calientes. || Rendimiento térmico | El Corsair iCUE H150i Elite RGB 360mm mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=360mm; Ventiladores=3x120mm RGB; TDP soportado=hasta 300W || General: Marca=Corsair; Categoría=Refrigeración; Garantía=12 meses,"Corsair es referente en componentes y periféricos gaming: memorias, fuentes de poder, refrigeración y gabinetes de alta calidad reconocidos mundialmente."
DeepCool AK400,Refrigeración,850,DeepCool,,R-AK400-BKNNMT-G-1,,20,"Descripción general | DeepCool AK400: Excelente relación precio-rendimiento en aire. || Rendimiento térmico | El DeepCool AK400 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (torre); Ventilador=120mm; TDP soportado=hasta 220W; Altura=155mm || General: Marca=DeepCool; Categoría=Refrigeración; Garantía=12 meses,DeepCool es fabricante de refrigeración y gabinetes con productos de buena relación precio-rendimiento e iluminación atractiva.
DeepCool LS720 360mm AIO,Refrigeración,2750,DeepCool,,R-LS720-BKAMNT-G-1,,7,"Descripción general | DeepCool LS720 360mm AIO: AIO con buena estética e iluminación infinity mirror. || Rendimiento térmico | El DeepCool LS720 360mm AIO mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=360mm; Ventiladores=3x120mm ARGB; TDP soportado=hasta 280W || General: Marca=DeepCool; Categoría=Refrigeración; Garantía=12 meses,DeepCool es fabricante de refrigeración y gabinetes con productos de buena relación precio-rendimiento e iluminación atractiva.
ID-Cooling SE-224-XT,Refrigeración,580,ID-Cooling,,SE-224-XT-BLACK,,25,"Descripción general | ID-Cooling SE-224-XT: Una de las opciones de aire más económicas del mercado. || Rendimiento térmico | El ID-Cooling SE-224-XT mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (torre); Ventilador=120mm; TDP soportado=hasta 180W; Altura=154mm || General: Marca=ID-Cooling; Categoría=Refrigeración; Garantía=12 meses,"ID-Cooling es fabricante de refrigeración con enfoque en precio accesible, popular para builds de presupuesto que buscan buen rendimiento."
ID-Cooling FrostFlow 240,Refrigeración,1350,ID-Cooling,,FROSTFLOW-240,,13,"Descripción general | ID-Cooling FrostFlow 240: AIO económica con buen rendimiento para su precio. || Rendimiento térmico | El ID-Cooling FrostFlow 240 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=240mm; Ventiladores=2x120mm; TDP soportado=hasta 220W || General: Marca=ID-Cooling; Categoría=Refrigeración; Garantía=12 meses,"ID-Cooling es fabricante de refrigeración con enfoque en precio accesible, popular para builds de presupuesto que buscan buen rendimiento."
Thermalright Peerless Assassin 120 SE,Refrigeración,750,Thermalright,,PA120-SE,,22,"Descripción general | Thermalright Peerless Assassin 120 SE: Sorprendente rendimiento de doble torre a precio bajo. || Rendimiento térmico | El Thermalright Peerless Assassin 120 SE mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (doble torre); Ventiladores=2x120mm; TDP soportado=hasta 245W; Altura=155mm || General: Marca=Thermalright; Categoría=Refrigeración; Garantía=12 meses,Thermalright es fabricante de refrigeración reconocido por ofrecer rendimiento de gama alta a precios sorprendentemente bajos.
ARCTIC Liquid Freezer II 240,Refrigeración,1650,ARCTIC,,ACFRE00046A,HOT,11,"Descripción general | ARCTIC Liquid Freezer II 240: Muy recomendada por relación precio-rendimiento en AIO. || Rendimiento térmico | El ARCTIC Liquid Freezer II 240 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=240mm; Ventiladores=2x120mm; TDP soportado=hasta 250W || General: Marca=ARCTIC; Categoría=Refrigeración; Garantía=12 meses,ARCTIC es fabricante de refrigeración reconocido por sus excelentes AIO y disipadores con una de las mejores relaciones precio-rendimiento.
ARCTIC Freezer 34 eSports,Refrigeración,650,ARCTIC,,ACFRE00027A,,24,"Descripción general | ARCTIC Freezer 34 eSports: Económico y silencioso para sistemas gaming de entrada. || Rendimiento térmico | El ARCTIC Freezer 34 eSports mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (torre); Ventilador=120mm; TDP soportado=hasta 210W; Altura=157mm || General: Marca=ARCTIC; Categoría=Refrigeración; Garantía=12 meses,ARCTIC es fabricante de refrigeración reconocido por sus excelentes AIO y disipadores con una de las mejores relaciones precio-rendimiento.
NZXT Kraken 280,Refrigeración,3100,NZXT,,RL-KR280-B1,,6,"Descripción general | NZXT Kraken 280: Pantalla LCD circular personalizable en el bloque. || Rendimiento térmico | El NZXT Kraken 280 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=280mm; Ventiladores=2x140mm; TDP soportado=hasta 260W || General: Marca=NZXT; Categoría=Refrigeración; Garantía=12 meses,"NZXT es marca premium de gabinetes, refrigeración y componentes con diseño minimalista y elegante, favorita para builds estéticas."
be quiet! Dark Rock 4,Refrigeración,1750,be quiet!,,BK022,,9,"Descripción general | be quiet! Dark Rock 4: Refrigeración por aire silenciosa por excelencia. || Rendimiento térmico | El be quiet! Dark Rock 4 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Aire (torre); Ventilador=135mm; TDP soportado=hasta 200W; Altura=159mm || General: Marca=be quiet!; Categoría=Refrigeración; Garantía=12 meses,"be quiet! es marca alemana especializada en componentes silenciosos: refrigeración, fuentes y gabinetes diseñados para minimizar el ruido."
be quiet! Pure Loop 2 240mm,Refrigeración,2400,be quiet!,,BW012,,7,"Descripción general | be quiet! Pure Loop 2 240mm: AIO orientada a silencio sin sacrificar rendimiento. || Rendimiento térmico | El be quiet! Pure Loop 2 240mm mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=240mm; Ventiladores=2x120mm; TDP soportado=hasta 250W || General: Marca=be quiet!; Categoría=Refrigeración; Garantía=12 meses,"be quiet! es marca alemana especializada en componentes silenciosos: refrigeración, fuentes y gabinetes diseñados para minimizar el ruido."
EVGA CLC 280mm,Refrigeración,2200,EVGA,,400-HY-CL28-V1,,8,"Descripción general | EVGA CLC 280mm: Buena opción intermedia de EVGA para refrigeración líquida. || Rendimiento térmico | El EVGA CLC 280mm mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=280mm; Ventiladores=2x140mm; TDP soportado=hasta 250W || General: Marca=EVGA; Categoría=Refrigeración; Garantía=12 meses,"EVGA fue reconocida por sus tarjetas gráficas y fuentes de poder de alta calidad, con excelente servicio al cliente y garantías extendidas."
MSI MAG Coreliquid 240R V2,Refrigeración,2350,MSI,,MAG-CORELIQUID-240R-V2,EN STOCK,10,"Descripción general | MSI MAG Coreliquid 240R V2: Buena integración con el ecosistema MSI Mystic Light. || Rendimiento térmico | El MSI MAG Coreliquid 240R V2 mantiene tu procesador a temperaturas óptimas incluso bajo cargas intensas. Una buena refrigeración permite mejor rendimiento sostenido y prolonga la vida útil de tus componentes. || Diseño y nivel de ruido | Su diseño equilibra disipación de calor y operación silenciosa. Los ventiladores optimizados mueven aire de forma eficiente sin generar ruido molesto durante el uso diario o el gaming. || Casos de uso recomendados | Ideal para mantener fresco tu procesador, especialmente si haces overclocking o tienes un CPU de gama alta. Una refrigeración adecuada es clave para la estabilidad del sistema.",Especificaciones de refrigeración: Tipo=Líquida AIO; Radiador=240mm; Ventiladores=2x120mm ARGB; TDP soportado=hasta 250W || General: Marca=MSI; Categoría=Refrigeración; Garantía=12 meses,"MSI es un fabricante taiwanés reconocido por sus componentes gaming de alta calidad: tarjetas gráficas, placas madre y periféricos diseñados para entusiastas y jugadores exigentes."
